job_id,source,title,company,matched_skills,description_summary
li_4385781171,linkedin,"AI Experience Designer, United States - BCG X",BCG X,"[""UI Prototyping""]","Since pioneering business strategy in 1963, BCG has evolved into a global leader in transformation—integrating strategy, technology, data, and human-centered design to deliver measurable impact. What You'll Do As an AI Experience Designer at BCG X, you are a product designer first. You will work within multidisciplinary teams alongside strategy consultants, AI Product Managers, Forward Deployed AI Engineers, and Forward Deployed AI Scientists to design solutions that are usable, elegant, and..."
li_4022220344,linkedin,Backend Lead Engineer,DUMPS,"[""SQL"", ""Version Control""]","We expect the early team to be exceptional, and to grow as exceptional leaders. Our team is small--you’ll be one of a very small team--which means you’ll have a lot of responsibility from the start. Dumps is an entirely new approach to sharing your life with people you care about."
li_4414647437,linkedin,Applied Machine Learning Engineer II - Advanced Engineering & Technology,Milwaukee Tool,"[""Java/Python"", ""Machine Learning"", ""SQL"", ""Version Control""]","Your Role On The Team As a member of the Advanced Engineering and Technology (AET) Team in the Power Tool Accessories business unit you will utilize your expertise in machine learning to solve problems where no established solution exists and deliver first-of-its-kind technologies at Milwaukee Tool. Why This Role Is Different - Full‑Stack ML in a Physical Domain: Work across the ML stack, from machine and sensor‑level data through model deployment on edge hardware or cloud infrastructure. - R&D..."
li_4422234361,linkedin,Data Analyst,Leidos,"[""AI Application"", ""Agile/Scrum"", ""Dashboard & Reporting"", ""Java/Python"", ""Machine Learning"", ""Predictive Modeling"", ""SAP/Oracle"", ""SQL""]","Leidos is seeking a Data Analyst to support the United States Strategic Command (USSTRATCOM) decision-making, strategic planning, and assessment activities through the collection, management, analysis, and visualization of complex data at Offutt Air Force Base. The selected candidate will leverage advanced analytical techniques, statistical methodologies, machine learning models, and artificial intelligence capabilities to identify patterns, trends, and anomalies within complex operational data..."
li_4433441057,linkedin,Product Designer,Fubo,"[""UI Prototyping"", ""Web Framework""]","Our Mission: Our mission is to deliver premium sports, news and entertainment programming through a best-in-class user experience that offers greater choice, flexibility and value. Candidates must be located in NYC, and willing to come into the office on a hybrid basis, three times a week (Tuesday, Wednesday, Thursday).* We are looking for a Product Designer to deliver impactful work across Fubo products. This role spans two disciplines: building and maintaining the design system that powers..."
li_4433899781,linkedin,Software Engineer II - Backend APIs and Services,CNH,"[""Agile/Scrum"", ""SQL"", ""Version Control"", ""Web Services""]","So, everything we do at CNH Industrial is about reaching new heights as one team, always delivering for the good of our customers. You will drive innovation by challenging requirements that lead to unnecessary complexity, delving deep into problems, and proposing effective solutions that meet both business and customer needs. What We Offer At CNH, our people are at the heart of everything we do."
li_4411907664,linkedin,"Software Engineer II, Backend (Merchant & Partner Lifecycle)",Affirm,"[""API Design"", ""Database Design"", ""Java/Python"", ""SQL""]","The Merchant & Partner Lifecycle (M&PL) team is at the forefront of Affirm’s architectural transformation. Affirm focuses on providing a simple and transparent pay structure which is based on a variety of factors, including location, experience and job-related skills. Affirmers in proximal roles have the flexibility to work remotely, but will occasionally be required to work out of their assigned Affirm office."
li_4430393815,linkedin,"Interaction Designer, XR Apps",Google,"[""Requirements Engineering""]","Preferred qualifications: - Master's degree in Design, Human-Computer Interaction, Computer Science, a related field, or equivalent practical experience. - 2 years of experience working in a complex, cross-functional organization. - 1 year of experience leading design projects. As an Interaction Designer, you'll apply user-centered design methods to craft industry-leading user experiences from concept to execution, working with design partners to evolve the Google design language to build..."
li_4426579204,linkedin,UX Product Designer - Encore Program,Deloitte,"[""Process Optimization"", ""UI Prototyping"", ""UX Research"", ""Usability Testing""]","Role Overview: As a UX Product Designer for the Deloitte DT-US Product Engineering team, you will be tasked with solving complex challenges through elegant, user-centered design solutions. Join us in shaping the future of design! You are a user-centered design expert and will lead the creation of design strategy and vision, shaping big-picture workflow and product direction while also delivering high-quality visual and interaction design elements."
li_4423371764,linkedin,"Software Engineer, Developer Experience",Braintrust,"[""CI/CD"", ""Version Control""]","About The Company Braintrust is the AI observability platform. By connecting evals and observability in one workflow, Braintrust gives builders the visibility to understand how AI behaves in production and the tools to improve it. Teams at Notion, Stripe, and Vercel use Braintrust to compare models, test prompts, and catch regressions — turning production data into better AI with every release."
